NAME;AGE;SLEEPHOURS;IDNUMBER;GENDER;EFFECTIVENESS;CITY
Yolanda Yáñez Cazares;27;3;228-80-6722;F;50;Bristol
Estela Mondragón Moreno;67;2;206-72-6274;M;100;Glasgow
Victoria Carbajal Narváez;4;8;227-37-9957;F;80;Liverpool
Tomás Burgos Alicea;82;2;252-92-4463;F;0;London
Gonzalo Nazario Carbajal;55;3;813-69-4665;F;100;Bristol
Sonia Villareal Rico;85;10;825-64-1854;M;0;Bristol
Lorena Menéndez Montero;61;8;650-34-2937;M;100;Bristol
Margarita Vargas Cabán;31;5;165-93-1776;F;50;Liverpool
Marcela Bueno Aguirre;49;1;027-44-9137;F;0;Oxford
Emilio Cedillo Partida;42;2;836-97-2263;M;100;Glasgow
Inés Orosco Campos;37;4;831-81-2629;M;0;London
Claudia Armenta Lebrón;82;3;135-27-7652;F;50;Oxford
Horacio Guajardo Adame;22;10;553-70-2607;F;100;Bristol
Cristian Lomeli Meléndez;11;3;551-08-6324;M;80;Liverpool
Gabriela Tirado Ruiz;8;5;614-93-9953;F;0;Bristol
Luis Irizarry Vigil;85;1;495-93-1457;M;0;Liverpool
Mónica Oquendo Longoria;88;4;186-15-1619;M;100;Oxford
Rosa Saavedra Pantoja;9;7;333-21-6591;M;100;Bristol
Sra. Rosalia Sepúlveda Pedraza;10;2;116-76-1009;F;80;Bristol
Lucas Polanco Frías;82;2;705-63-2815;M;0;Glasgow
Sra. Elsa Orozco Vásquez;3;2;191-34-2666;F;50;Oxford
Concepción Armenta Crespo;60;7;098-35-6612;F;0;London
Sra. Victoria Abeyta Carreón;54;7;427-63-2143;F;50;Bristol
Cristian Olivares Galarza;45;5;218-88-6318;F;50;Bristol
Octavio Quesada Borrego;20;1;815-54-2832;F;0;Liverpool
Magdalena Rodarte Delrío;5;8;294-46-8040;M;50;Bristol
María Teresa Zepeda Hernádez;74;5;542-65-7783;M;50;London
Eva Alba Solís;11;3;066-63-8762;M;80;London
Elvira Gallardo Blanco;3;5;266-72-2376;M;0;Oxford
Sergio Serna Almaraz;90;6;120-89-8379;M;100;Oxford
Sergio Garza Rascón;49;8;203-36-2650;F;100;Bristol
Diego Castañeda Vélez;46;6;397-68-0808;M;50;Liverpool
María Elena Duarte Haro;6;7;099-18-0470;F;80;Liverpool
Arturo Alfaro Deleón;47;1;713-75-5260;F;50;Liverpool
Sr. Débora Prieto Sanabria;8;4;850-30-7802;M;0;Oxford
Sr. Marilu Bermúdez Puga;44;10;533-12-7417;F;100;London
Leticia Roque Griego;3;1;059-42-5760;F;0;Oxford
Francisca Rodrígez Nevárez;10;6;648-60-2358;M;80;Glasgow
Magdalena Armenta Sisneros;48;3;070-63-7504;F;100;Liverpool
Débora Bahena Collado;52;1;574-47-1257;F;100;Oxford
Adela Aranda Segovia;84;5;067-35-2154;M;80;Bristol
Gabriel Regalado Blanco;87;2;444-66-1750;M;0;Bristol
Roberto Echevarría Marroquín;34;5;865-86-8668;F;50;London
Beatriz Magaña Madera;6;7;650-72-4791;F;0;Liverpool
Berta Girón Gaona;77;7;061-30-3288;F;50;Liverpool
Guillermo Terrazas Ávalos;18;9;829-71-0855;F;80;Bristol
Mariana Concepción Benavides;82;7;707-75-8567;F;0;Liverpool
Lorenzo Pineda Parra;21;1;207-77-7277;M;50;Oxford
Raquel Garica Aguayo;27;4;781-68-6871;F;0;Glasgow
Agustín Figueroa Ávila;84;8;284-74-5204;M;0;Liverpool
Sra. Gabriel Reynoso Hurtado;13;2;523-95-6940;M;100;London
Anita Laureano Águilar;87;2;125-88-2661;M;50;Bristol
Agustín Coronado Magaña;83;7;865-61-8128;F;50;Glasgow
Cristina Nieves Téllez;77;1;168-89-5178;F;50;Liverpool
Raúl Cornejo Torres;90;9;349-36-3385;F;80;Oxford
Ignacio Delgado Cano;9;3;881-31-1127;F;50;Glasgow
Ariadna Nájera Barraza;89;1;005-05-9528;M;0;Liverpool
Andrea Duarte Olivares;73;5;393-44-9078;M;50;Glasgow
Roberto Santana Acevedo;3;5;441-26-6386;F;80;London
Sra. Rosa Batista Sisneros;16;6;895-42-1535;M;80;Glasgow
Isabel Ayala Fonseca;17;7;686-40-1109;F;100;Glasgow
Juan Madera Carrero;82;10;013-99-3202;F;0;London
Ángela Mejía Briones;75;4;246-74-5238;F;50;London
Gerardo Armendáriz Munguía;67;9;203-61-3217;M;80;Liverpool
Hugo Zepeda Cortés;11;4;039-52-4714;F;80;London
Sta. Alejandra Aragón Dávila;4;4;688-85-1992;F;100;London
Sr. Diana Velásquez Delacrúz;2;9;721-13-0794;F;50;Oxford
Sr. Víctor Duran Delrío;37;7;331-44-6146;M;0;Liverpool
Julio César Moya Carbajal;29;6;432-86-1505;M;0;Bristol
Caridad Lugo Ruelas;88;8;564-48-6428;M;0;Bristol
Sr. Sancho Bermúdez Anaya;65;6;466-13-1355;F;0;Oxford
Carla Holguín Quiñones;90;4;359-40-4958;F;0;Liverpool
Timoteo Mercado Alvarez;22;10;794-81-5621;M;100;London
Cristina Portillo Quintanilla;56;4;307-72-7747;M;50;Glasgow
Josefina Rojo Carrillo;72;2;300-14-8005;F;0;Oxford
César Vallejo Alarcón;7;3;033-50-6234;F;100;London
Sr. Ignacio Aparicio Montaño;90;8;334-94-1737;M;80;Oxford
Andrea Jiménez Corral;83;10;032-64-6318;F;0;London
Benjamín Moreno Almanza;84;8;064-91-8202;M;50;Oxford
Guillermo Cuellar Otero;88;5;545-94-0391;M;0;Glasgow
Sr. Jesús Trejo Ybarra;56;4;879-38-5367;F;0;Glasgow
Martín Arredondo Hinojosa;21;10;626-29-4876;F;100;Glasgow
Dolores Lebrón Nieto;71;4;077-65-9624;F;50;Glasgow
Raúl Almonte Ochoa;24;6;847-97-8949;F;0;Bristol
Cecilia Acuña Guzmán;27;6;147-19-6410;F;50;Bristol
Rosario Tello Barajas;77;1;739-41-3701;F;0;London
Sra. Raúl Roque Haro;15;6;025-39-8641;M;0;Oxford
Rosa Moreno Torres;40;2;462-79-3388;F;0;Glasgow
Emilio Atencio Piña;14;1;309-38-6838;M;100;London
Horacio Trejo Montalvo;38;4;776-92-3083;F;100;Bristol
Sra. Enrique Sosa Pedroza;89;7;889-14-5465;F;0;London
Sr. Joaquín Verdugo Abeyta;80;2;258-55-8591;F;0;Liverpool
Ángela Salas Concepción;3;1;142-21-1148;M;100;London
Cristina Lira Tovar;80;1;668-50-1954;M;50;Oxford
José Lucero Cervantes;74;6;553-38-5891;M;100;London
Lilia Galarza Cornejo;47;10;455-84-4631;F;80;Oxford
Marco Antonio Alejandro Fajardo;9;1;314-97-2727;F;80;Liverpool
Manuela Godoy Armenta;17;5;802-54-9986;M;50;London
Lilia Alba Tafoya;25;7;280-36-9100;F;100;London
Sr. Juan Carlos Prado Verdugo;77;4;350-53-7647;M;80;Liverpool
Sta. Alejandro Canales Chávez;3;5;484-45-7086;M;80;Oxford
Sr. Virginia Baeza Negrón;55;2;670-86-8311;M;100;Glasgow
María Luisa López Grijalva;58;8;367-68-8968;F;50;Oxford
Guillermina Peña Casárez;9;5;294-52-3357;F;80;Oxford
Marisol Delagarza Gaona;62;9;872-11-2088;M;80;Bristol
Rubén Palomino Torres;30;6;345-69-9511;M;0;Liverpool
Sta. Rodrigo Salas Corona;82;5;711-18-4707;M;0;London
Javier Arce Sevilla;34;4;620-87-3778;M;80;Oxford
Gonzalo Tello Concepción;29;5;868-76-2342;M;100;Oxford
Soledad Villareal Rolón;81;5;294-70-3560;F;80;Glasgow
María del Carmen Figueroa Camacho;35;9;517-56-2921;F;50;London
Beatriz Escalante Saldaña;84;3;713-42-1186;F;0;London
Lorenzo Terrazas Duran;87;7;457-04-7903;M;0;Oxford
Manuel Téllez Villarreal;87;1;490-73-8061;F;0;Bristol
Marcela Villareal Girón;26;8;191-65-3622;M;80;Liverpool
Homero Mayorga Sierra;27;10;165-55-8565;M;80;Liverpool
Josefina Regalado Cedillo;6;4;849-31-8237;M;0;Liverpool
Sra. Natalia Alba Corona;14;8;754-98-3457;M;0;London
José Gaona Madrigal;56;8;248-03-7073;F;100;Liverpool
Manuel Lozada Armenta;29;2;410-43-3892;F;100;Oxford
María Cristina Lucero Bravo;27;3;379-06-5202;F;50;Liverpool
Francisco Pérez Córdova;3;1;353-61-3303;F;100;London
Rosalia Luna Rosado;28;6;434-43-3456;M;50;Bristol
Juan Amador Rivas;82;8;314-61-7416;F;0;Glasgow
Marcos Roque Anaya;23;4;337-94-9023;F;0;Bristol
Juan Carlos Gonzales Narváez;60;1;663-76-2944;F;0;London
Guillermo Delvalle Jaimes;86;10;514-66-2989;F;0;Oxford
Marcos Saiz Olvera;16;7;266-70-3502;F;50;Glasgow
Juan Carlos Alaniz Escalante;38;5;254-76-0875;F;0;London
Marisol Ponce Pacheco;7;8;669-59-8651;M;50;Liverpool
José Montalvo Carreón;80;5;685-60-5955;M;50;Liverpool
David Tórrez Domínguez;4;3;502-79-7146;M;80;Oxford
Guillermo Jaime Razo;36;10;493-37-6678;F;100;Bristol
Soledad Tapia Reynoso;42;6;744-65-6043;M;100;Glasgow
Sr. Antonia Acosta Llamas;72;9;256-74-7733;F;0;Glasgow
Patricia Arias Elizondo;18;9;271-06-2037;F;0;London
Diego Peres Domínquez;65;10;035-45-8888;F;80;Liverpool
Adán Cabán Pérez;19;5;249-86-0149;M;0;Bristol
Mariano Saldaña Díaz;90;3;709-40-7569;F;0;Bristol
Luz Guerra Véliz;24;2;286-12-7016;F;80;London
Luz Hinojosa Santacruz;2;9;503-55-2437;M;50;Bristol
Jaime Cadena Martínez;83;7;275-57-3540;F;50;Glasgow
Yolanda Vera Torres;84;2;187-19-8517;M;0;London
Carla Solano Aponte;22;7;506-91-7799;M;80;London
Guillermo Gallegos Montañez;20;5;218-44-4228;M;80;Bristol
Ernesto Echevarría Navarro;24;9;762-38-2693;M;80;Bristol
Jesús Laureano Maldonado;73;1;074-98-0084;M;0;Bristol
Martín Calderón Jáquez;69;1;498-07-5371;F;100;Glasgow
Pilar Guardado Carrero;88;9;110-46-1062;M;100;Glasgow
Gustavo Murillo Sotelo;52;10;801-23-1105;F;80;Liverpool
Agustín Lovato Gómez;43;5;859-14-5834;F;0;London
Laura Castro Meraz;23;5;894-10-0763;M;50;London
José Eduardo Quiñónez Vargas;29;7;852-95-7409;M;100;Liverpool
Julio César Tijerina Montalvo;5;7;686-77-0029;F;50;Bristol
Samuel Hernandes Fonseca;49;3;793-99-5958;F;0;Liverpool
Rosario Cavazos Treviño;83;9;873-22-0111;M;100;Glasgow
Lucia Solís Ornelas;82;2;061-61-6201;F;0;Bristol
Elena Porras Guevara;30;10;312-80-5696;M;80;London
Cristina Márquez Barrios;84;1;676-90-6619;M;0;Glasgow
Sra. Elvira Peña Negrete;39;5;232-01-5236;M;100;Oxford
Vicente Solano Benavídez;18;8;021-37-5686;M;100;Liverpool
Luis Miguel Negrete Montalvo;5;9;274-92-1107;F;0;Oxford
Alicia Loya Barraza;31;4;672-11-5990;F;100;Liverpool
Anita Orellana Leyva;23;5;418-36-1150;M;50;Glasgow
Jesús Saiz Salgado;28;6;319-19-8262;F;50;Liverpool
Sra. Luz Guajardo Fajardo;55;1;430-17-8963;F;80;Glasgow
José Luis Uribe Palomo;29;10;686-96-5388;F;0;Glasgow
Gonzalo Linares Villaseñor;82;5;218-53-2863;F;50;Oxford
Adriana Sepúlveda Magaña;2;2;032-42-6888;M;100;Glasgow
Anita Espinosa Trujillo;32;7;179-01-0871;M;50;Bristol
Lucas Corral Rivero;74;6;606-96-8308;F;0;Liverpool
Dorotea Saiz Gallegos;81;8;118-89-6216;F;0;London
Miguel Ángel Arteaga Velázquez;13;2;218-90-3807;M;80;Liverpool
Leticia Villa Rosales;14;3;695-45-1425;F;50;Oxford
Roberto Vélez Robledo;90;6;359-81-1130;F;50;Liverpool
Sr. Alejandra Castillo Montero;60;1;175-45-6536;M;0;Glasgow
Gerardo Agosto Tamez;11;5;716-75-5484;M;0;Oxford
Sr. Elisa Mascareñas Griego;71;8;722-77-6141;F;50;London
Sra. Elisa Ledesma Moya;82;10;796-15-1951;F;0;Glasgow
Anita Esquibel Rivas;2;7;595-77-7047;M;100;Glasgow
Sta. Ramiro Calvillo Olvera;49;3;467-64-1403;M;80;Oxford
Emilia Botello Cabrera;73;1;105-42-0708;M;50;Glasgow
Nicolás Zepeda Irizarry;27;2;005-21-9595;F;100;Liverpool
Eva Borrego Abrego;52;7;330-10-9609;M;100;Glasgow
Alberto Escalante Murillo;25;6;787-06-1124;F;0;Oxford
Cristina Valverde Enríquez;25;9;731-54-1261;F;0;Bristol
Verónica Montalvo Benavides;14;1;785-26-5907;M;100;Bristol
Sra. Martín Guzmán de Jesús;42;7;240-65-1494;M;0;London
Teresa Ferrer Espinal;87;7;521-48-3048;M;100;Bristol
Barbara Deleón Serna;9;3;884-07-2497;F;80;Oxford
María Elena Cabán Gonzales;5;4;240-20-6212;F;0;Glasgow
Juan Carlos Carrion Partida;24;7;476-55-5702;F;80;Liverpool
Guillermina Frías Cedillo;22;4;579-97-2353;F;0;Bristol
Sra. Irene Baeza Nazario;18;9;013-68-5477;F;100;Bristol
Anita Villalobos Santillán;27;3;114-97-4400;F;50;Bristol
Anita Solís Treviño;51;10;557-78-4183;F;50;London
Teodoro Ortega Carrion;26;4;049-43-4914;M;80;Liverpool
Daniela Carvajal Sepúlveda;43;5;814-19-7363;M;50;London
Sta. María Madera Heredia;88;9;522-79-1116;F;0;Liverpool
Pedro Barajas Alonso;74;1;061-66-6101;F;50;Liverpool
Sr. Martín Casárez Orellana;31;3;316-85-9039;M;50;Oxford
Tomás Núñez Cazares;1;9;871-44-0343;M;0;Oxford
Andrés Villareal Rodrígez;54;7;107-25-3184;F;50;London
Sra. Francisca Ochoa Rangel;42;5;138-58-1676;M;50;Bristol
Manuel Huerta Pérez;9;7;782-84-2225;M;100;Bristol
Diana Montaño Castillo;30;9;591-06-9381;F;100;Liverpool
Margarita Palomino Acosta;81;10;779-60-2733;M;100;Glasgow
Tomás Valentín Palomo;10;1;781-67-9264;M;0;Glasgow
Vicente Alicea de Jesús;41;7;696-45-4555;F;80;London
Samuel Lucero Terán;10;3;370-64-5707;M;100;Liverpool
Sr. Catalina Piña Galindo;8;1;678-40-8285;F;80;Liverpool
Micaela Piña Estévez;46;5;739-78-6595;F;50;Bristol
José Sanabria Canales;21;6;195-95-7484;M;0;Oxford
Silvia Tapia Ruiz;17;3;542-70-7875;F;80;Glasgow
Sra. Lilia Melgar Lara;3;6;228-07-9584;M;50;London
Sra. Jorge Llamas Solorio;84;4;595-31-5520;M;0;Liverpool
Marisol Luevano Portillo;87;4;805-03-9183;M;0;London
Rocio Trujillo Villa;24;5;147-18-0788;F;50;London
Clara Montañez Pacheco;90;6;220-66-7452;M;100;Oxford
Soledad Godínez Rendón;10;6;462-21-2830;M;100;Bristol
Teresa Morales Loera;76;7;047-74-0482;M;80;Glasgow
Elisa Botello Ceballos;13;9;257-48-5518;M;0;Oxford
Sr. Homero Delagarza Angulo;87;9;411-01-6847;F;0;Liverpool
Sr. Ricardo Nevárez Estévez;75;6;151-58-1775;M;50;London
Jaime Puente Bahena;89;1;036-69-1478;M;0;Bristol
Ramón Zapata Valdivia;42;6;511-80-1643;M;50;Glasgow
Bernardo de Anda Alonzo;24;8;561-10-0769;F;50;Glasgow
Pilar Vallejo Acosta;47;5;616-11-7032;F;0;Glasgow
Gregorio Rodarte Peña;76;8;739-60-9465;M;50;Oxford
Lilia Jurado Domínguez;9;8;423-70-3975;M;80;Liverpool
Sr. Andrea Gonzales Ceja;33;1;019-05-7933;M;100;Bristol
Anita Marroquín Villa;51;4;116-68-8187;F;50;Glasgow
Natalia Riojas Benavídez;23;6;687-80-6093;M;80;London
Sra. Joaquín Vigil Godínez;27;7;861-68-0862;M;50;Bristol
Pedro Almaraz Armendáriz;90;4;111-01-5310;M;100;Glasgow
Ángela Salcedo Corona;35;6;095-47-9255;F;50;Glasgow
Antonio Castillo Pacheco;11;4;629-39-9361;F;0;Liverpool
Guillermina Gálvez Hernández;63;7;137-06-6650;F;80;Glasgow
Timoteo Valdés Solano;22;9;646-42-5921;F;50;London
Sta. Juan Cruz Fuentes;89;5;231-71-6388;M;0;Bristol
Gabriel Frías Alva;83;6;108-65-1241;F;0;Oxford
Julia Ruelas Gastélum;26;3;724-65-5508;M;100;Glasgow
Magdalena Cabán Zepeda;16;9;547-04-7306;F;100;Liverpool
Sta. Roberto Lozano Alejandro;9;2;841-64-6449;F;50;London
Sta. Arturo Miramontes Quiñones;26;4;710-66-7283;M;0;Liverpool
Teodoro Alba Griego;34;6;831-46-6087;F;50;Glasgow
José María Monroy Sauceda;9;1;753-03-0394;F;0;Oxford
Sta. Virginia Valentín Herrera;5;1;511-65-3085;M;50;Bristol
Emilia Villegas Galarza;35;4;402-29-1267;M;0;London
Luz Armendáriz Herrera;71;9;293-25-5352;F;0;London
Sancho Bustamante Ocasio;84;1;531-82-1452;F;50;Glasgow
César Cruz Pabón;13;9;553-64-0466;M;80;Liverpool
Jorge Rodríquez Ocasio;64;6;251-04-4574;F;80;Oxford
Hernán Mercado Vela;18;8;197-40-3699;F;100;Oxford
Inés Montañez Gracia;85;1;799-39-7756;M;80;Glasgow
Sr. Carmen Valadez Vigil;19;4;204-96-1430;M;80;Liverpool
Ricardo Velasco Jurado;71;6;400-39-8165;F;0;Glasgow
Ramona Cavazos Cantú;88;6;312-81-8882;M;0;Bristol
Sta. Marilu Méndez Nevárez;8;3;404-77-9401;M;80;Liverpool
Sr. Barbara Garica Lucero;3;9;198-77-8843;F;0;London
Sta. Eduardo Castellanos Salcido;87;7;649-15-4681;F;50;Glasgow
Silvia Flores Menchaca;20;9;334-36-9093;M;80;Liverpool
Joaquín Villareal Aragón;90;8;507-72-0609;F;50;Glasgow
Enrique Gracia Ceja;48;4;284-50-6953;F;100;Glasgow
Virginia Concepción Enríquez;54;4;865-15-2974;F;0;Glasgow
Sta. Alejandra Peres Loya;50;5;817-62-6305;F;100;Bristol
Pedro Casares Ochoa;32;7;551-24-4684;M;50;Liverpool
Amalia Riojas Gamez;14;1;476-57-7497;M;50;Bristol
Sta. Patricia Garay Mercado;83;6;372-58-3521;M;0;London
Sr. Alfredo Lugo Águilar;12;6;357-15-6311;F;80;Bristol
Lorena Moya Marrero;45;6;394-53-8258;M;80;Liverpool
Sta. David Casanova Benavídez;79;5;146-92-1242;M;0;Bristol
Guadalupe Pineda Peres;80;2;526-83-9133;M;0;Oxford
Andrea Lucero Quintero;16;7;627-37-6885;M;50;Oxford
Jaime Valdivia Pedroza;18;8;569-51-6672;M;80;London
Sr. Marta Balderas Díaz;44;2;710-32-3960;M;80;Liverpool
Sonia Alonzo Cisneros;29;10;745-61-2491;M;100;Glasgow
Cristobal Carreón Chavarría;89;5;193-37-9785;M;0;Bristol
Juan Carlos Perea Garibay;35;8;579-34-2098;M;80;Glasgow
Sta. Alfredo Villanueva Delacrúz;88;4;035-59-8935;F;0;London
Sta. Lucas Bétancourt Robledo;85;5;720-71-2757;F;100;Oxford
Sr. Francisco Irizarry Verduzco;88;4;265-06-2428;M;0;Bristol
Carlos Ozuna Cano;58;9;647-56-6354;M;100;Oxford
María Luisa Tamez Partida;25;8;021-78-0816;M;100;London
Sr. María Eugenia Barrera Lozano;67;7;317-25-6478;M;50;Bristol
Sta. Alejandro Sierra Villalpando;31;10;807-20-7269;M;50;London
José María Montemayor Beltrán;25;9;272-41-1766;M;50;Oxford
Adán Lemus Gollum;27;9;393-67-5512;F;100;Bristol
Sergio Jiménez Alva;10;6;884-18-5586;F;0;Liverpool
Sta. Elvira Montalvo Terrazas;55;5;062-69-2057;M;0;Bristol
Catalina Gutiérrez Navarro;27;9;777-40-1412;M;80;Oxford
Estela Valdez Hurtado;8;3;051-89-0200;F;50;Bristol
Pedro Rojas Aguirre;22;6;153-28-1881;M;100;Bristol
Alejandra Altamirano Arellano;3;5;670-42-2589;F;100;Glasgow
Daniela Vargas Adame;28;2;681-86-6496;F;100;Liverpool
Sta. José María Rosario Laboy;82;4;783-63-4590;F;0;Bristol
Blanca Lovato Caraballo;6;5;551-32-6024;M;50;Liverpool
Sr. Vicente Benítez Menéndez;15;3;040-10-7849;M;0;London
Rocio Cisneros Casárez;83;9;221-08-6204;F;0;London
Natalia Urías Nava;75;7;085-13-7596;F;0;Oxford
Ester Quintero Estévez;69;9;799-49-4529;F;100;Liverpool
Andrea Olivera Regalado;61;2;230-77-9728;M;0;Glasgow
Amalia Irizarry Alva;24;1;025-02-1049;M;100;Glasgow
Concepción Roldán Caballero;22;5;565-25-0932;M;100;Oxford
Víctor Granado Araña;83;9;421-48-8594;M;50;Bristol
Anita Carmona Torres;50;2;421-26-1014;F;80;Oxford
Sra. Elvira Guerra Ceja;27;6;595-80-5700;F;100;Liverpool
Octavio Iglesias Anaya;8;1;371-72-7153;F;100;Liverpool
Patricio Guillen Loera;6;1;254-50-8866;F;80;Glasgow
Teodoro Ozuna Gaona;34;5;324-35-9500;M;0;Glasgow
Josefina Romo Garay;49;3;379-11-5947;F;100;Bristol
María Soledad Franco Polanco;15;8;471-68-4641;M;50;Oxford
David Olvera Matías;35;9;086-99-3001;F;80;Liverpool
Cristian Baca Cuellar;38;10;790-67-4782;F;100;Bristol
Catalina Fernández Verduzco;17;4;203-37-3221;M;100;Glasgow
Esteban Cotto Orosco;27;9;416-41-0179;F;0;Oxford
Sr. Irene Tijerina Saavedra;49;4;501-53-6351;F;50;Liverpool
Lucas Espinosa Holguín;24;10;485-26-8676;F;50;Bristol
Florencia Munguía Roldán;87;8;338-59-0412;F;100;Oxford
Ana Luisa Ybarra Rocha;38;2;008-89-5622;M;100;Bristol
José Emilio Tirado Ortega;86;7;311-65-0535;F;0;Liverpool
Natalia Guerrero Valles;14;4;848-86-7093;F;80;London
Hernán Samaniego Alcaraz;55;3;660-26-6306;F;100;Oxford
Raúl Cisneros Sierra;83;4;311-67-6482;F;0;Liverpool
Caridad Sierra Bravo;51;9;881-75-3031;F;0;Glasgow
Ignacio Noriega Cardenas;43;1;277-65-8432;F;100;London
María Soledad Barrera Leyva;47;2;773-49-2119;M;0;Oxford
Sancho Villagómez Maya;16;7;400-79-1173;F;50;Bristol
Mateo Alcala Burgos;72;2;082-16-7519;M;0;Liverpool
Elisa Carvajal Lozada;50;8;705-68-3642;F;100;Glasgow
Josefina Ozuna Riojas;29;10;720-53-6367;F;0;London
Sr. Eloisa Alonzo Carrasco;88;3;859-75-1449;F;0;Bristol
Bernardo Navarrete Varela;87;4;701-38-3295;F;0;Bristol
Salvador Rosado Casares;31;8;555-68-7627;F;0;Liverpool
Adela Echevarría Alfaro;2;1;575-25-6798;F;50;Oxford
Mónica Alejandro Noriega;5;2;352-15-5052;M;80;Bristol
Sr. Gustavo Bonilla Corona;67;1;611-26-9771;F;0;Liverpool
Gilberto Tórrez Serna;5;3;650-24-3794;M;100;Glasgow
Sr. Alicia Lebrón Rael;73;3;618-93-9126;M;0;Liverpool
Daniel Preciado Quiñónez;48;4;694-09-2771;F;50;Oxford
María Eugenia Segura Portillo;8;6;788-53-5370;F;80;Glasgow
Sta. Jerónimo Fuentes Camacho;35;8;832-90-0325;M;0;Liverpool
José Luis Alvarado Leyva;51;8;826-85-7629;F;50;Liverpool
Hernán Portillo Almaraz;1;6;632-32-1035;F;100;Liverpool
Juan Báez Barraza;84;5;356-15-0180;M;0;Liverpool
Manuela Solorio Heredia;60;7;495-23-9380;F;0;Bristol
Rebeca Soliz Tamez;8;5;780-33-1663;M;80;Oxford
Ramiro Fuentes Carrera;55;9;280-72-9569;M;80;Bristol
Eva Rivero Casares;14;7;833-47-2890;F;50;London
Vicente Paz Rubio;58;10;268-93-5720;M;50;Bristol
Alfonso Díaz Delacrúz;81;5;654-13-2945;F;80;Oxford
Sra. Bernardo Alicea Barrera;1;2;699-87-4916;F;50;Liverpool
Sra. Estela Gaytán Colunga;67;9;029-32-5047;M;50;London
Manuela Bernal Farías;24;5;247-47-5983;M;100;Glasgow
Elsa Moreno Cordero;85;8;093-08-5931;M;100;Liverpool
Eloisa Murillo Pizarro;30;10;421-15-8535;F;50;Oxford
Lorena Roybal Mercado;34;3;133-89-8567;F;0;Liverpool
Sra. Rodrigo Araña Rojas;85;1;528-10-7166;M;50;Glasgow
Mario Chavarría Alvarez;16;8;020-59-4935;M;50;London
Andrea Castro Espinosa;7;10;762-34-2567;M;80;Oxford
Julia Delafuente Lucero;50;6;739-32-3338;M;0;Bristol
Alfredo Arevalo Ortiz;13;7;815-01-7647;M;100;Glasgow
Hugo Candelaria Apodaca;27;9;140-09-2152;F;80;Liverpool
Guillermo Garibay Palomino;59;9;667-91-7226;M;50;Glasgow
Elsa Vaca Olivárez;45;5;339-05-3080;M;0;London
Sra. Marco Antonio Valle Corral;55;3;529-78-8855;M;80;Liverpool
Alberto Delatorre Cruz;40;4;350-35-3387;F;80;Oxford
Cristian Paredes Saiz;56;9;200-50-5381;M;100;Bristol
Roberto Arellano Velázquez;56;5;848-10-0284;M;0;Bristol
Ernesto Malave Blanco;7;6;206-41-5086;F;0;Glasgow
Marcela Gálvez Herrera;77;4;747-89-1874;M;80;Oxford
Sta. Victoria Griego Correa;8;9;789-88-5487;F;0;London
Miguel Castillo Olmos;12;1;355-19-0032;M;50;Oxford
Cristobal Ornelas Navarrete;25;3;491-28-6392;F;0;Bristol
Ernesto Peña Rodríquez;35;10;704-84-8335;F;100;Oxford
David Olivárez Sevilla;10;3;749-25-3916;M;100;Bristol
Fernando Vaca Muñiz;88;2;534-96-9410;M;80;Glasgow
Amalia Delafuente Aranda;31;10;142-12-0457;F;80;Bristol
Sra. María Elena Jiménez Candelaria;5;5;878-88-4222;F;0;London
Sergio Carrillo Angulo;8;1;286-13-9321;F;0;Bristol
Ramona Elizondo Domínquez;23;5;762-20-7788;M;0;Oxford
Sra. Dorotea Delagarza Cabrera;17;3;866-72-1489;F;0;London
Carla Lozano Girón;83;10;629-96-7871;M;0;Bristol
Elvira Ramos Benavides;81;3;496-99-8711;M;0;Liverpool
Ramiro Granado Heredia;39;10;015-79-3061;F;0;Oxford
Cristina Samaniego Verdugo;26;5;588-83-5898;M;100;Oxford
Gloria Valencia Osorio;10;5;804-40-3753;M;80;Liverpool
Ramiro Mireles Crespo;17;2;146-36-3219;F;80;Oxford
Hernán Vargas Gracia;82;4;301-37-2041;F;0;London
Sergio Mascareñas Sauceda;57;8;121-69-0654;F;100;Bristol
Luz Valdez Linares;17;7;657-76-1762;F;100;Bristol
Jaime Escobar Galván;24;4;627-61-8051;M;0;London
José Eduardo Collado Osorio;61;7;557-13-2358;F;80;Bristol
Agustín Orta Heredia;82;4;025-25-9858;F;0;Liverpool
Florencia Mondragón Alcaraz;45;2;717-27-6541;F;100;Liverpool
Germán Pagan Gutiérrez;19;10;745-80-4262;F;50;Bristol
Sta. María Ureña Páez;13;4;476-65-2909;M;100;Liverpool
Santiago Niño Montez;43;1;817-41-3082;M;50;London
Sra. Maricarmen Munguía Raya;19;6;170-19-5370;M;50;Liverpool
Gloria Feliciano Nava;59;4;121-19-9808;M;0;Glasgow
Esteban Jáquez Arellano;30;1;197-53-7556;F;0;Liverpool
Sr. Diego Salcedo Hinojosa;74;9;103-33-9664;F;50;London
Arturo Cedillo Tovar;55;2;289-22-8280;F;50;Bristol
Óscar Granado Morales;13;7;284-48-4448;M;0;Oxford
Rebeca Barajas Porras;88;7;615-17-1619;F;0;Bristol
Olivia Enríquez Valdés;56;6;373-22-9102;F;0;Oxford
Patricia Loya Madrigal;76;3;261-94-8030;F;80;Glasgow
Gabriela Cortez Fernández;81;8;658-90-6502;M;100;Oxford
Claudia Duran Saavedra;41;4;373-76-0304;M;100;Liverpool
